recipe_name	image	materials_needed	size	obtained_from	sell_price	materials_needed_clean	size_clean
Bonsai shelf	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0c/NH-Bonsai_shelf.png/revision/latest/scale-to-width-down/50?cb=20200329121645"" 	 alt=""NH-Bonsai shelf""  	class="""" 	 	data-image-key=""NH-Bonsai_shelf.png"" 	data-image-name=""NH-Bonsai shelf.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>cherry-blossom bonsai
1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>pine bonsai tree
8x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	NA	1x cherry-blossom bonsai, 1x pine bonsai tree, 8x wood	2.0x1.0
Brick oven	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/3a/NH-Brick_oven.png/revision/latest/scale-to-width-down/50?cb=20200325181553"" 	 alt=""NH-Brick oven""  	class="""" 	 	data-image-key=""NH-Brick_oven.png"" 	data-image-name=""NH-Brick oven.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"8x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/NH-clay-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193929"" 	 alt=""NH-clay-icon""  	class="""" 	 	data-image-key=""NH-clay-icon.png"" 	data-image-name=""NH-clay-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>clay
2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget
6x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642"" 	 alt=""NH1.5x1.5sq""  	class="""" 	 	data-image-key=""NH1.5x1.5sq.jpg"" 	data-image-name=""NH1.5x1.5sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Wildest Dreams DIY	3,820 Bells	8x clay, 2x iron nugget, 6x wood	1.5x1.5
Brick well	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b8/NH-Brick_well.png/revision/latest/scale-to-width-down/50?cb=20200327080223"" 	 alt=""NH-Brick well""  	class="""" 	 	data-image-key=""NH-Brick_well.png"" 	data-image-name=""NH-Brick well.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"8x<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/NH-clay-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193929"" 	 alt=""NH-clay-icon""  	class="""" 	 	data-image-key=""NH-clay-icon.png"" 	data-image-name=""NH-clay-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>clay
5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/ba/NH-shovel-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195906"" 	 alt=""NH-shovel-icon""  	class="""" 	 	data-image-key=""NH-shovel-icon.png"" 	data-image-name=""NH-shovel-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>flimsy shovel"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642"" 	 alt=""NH1.5x1.5sq""  	class="""" 	 	data-image-key=""NH1.5x1.5sq.jpg"" 	data-image-name=""NH1.5x1.5sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Nook Stop (2,000 Nook Miles)	2,800 Bells	8xclay, 5x wood, 1x flimsy shovel	1.5x1.5
Butter churn	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/3f/NH-Butter_churn.png/revision/latest/scale-to-width-down/50?cb=20200329060854"" 	 alt=""NH-Butter churn""  	class="""" 	 	data-image-key=""NH-Butter_churn.png"" 	data-image-name=""NH-Butter churn.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	1,980 Bells	4x wood, 2x iron nugget	1.0x1.0
Campfire	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c1/NH-Campfire.png/revision/latest/scale-to-width-down/50?cb=20200325181604"" 	 alt=""NH-Campfire""  	class="""" 	 	data-image-key=""NH-Campfire.png"" 	data-image-name=""NH-Campfire.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>tree branch"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook (first DIY workshop)	30 Bells	3x tree branch	1.0x1.0
Cancer table	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f4/NH-Cancer_table.png/revision/latest/scale-to-width-down/50?cb=20200328083544"" 	 alt=""NH-Cancer table""  	class="""" 	 	data-image-key=""NH-Cancer_table.png"" 	data-image-name=""NH-Cancer table.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	Celeste	NA	NA	NA
Capricorn ornament	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7a/NH-Capricorn_ornament.png/revision/latest/scale-to-width-down/50?cb=20200328083804"" 	 alt=""NH-Capricorn ornament""  	class="""" 	 	data-image-key=""NH-Capricorn_ornament.png"" 	data-image-name=""NH-Capricorn ornament.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	Celeste	NA	NA	NA
Cardboard bed	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/aa/NH-Cardboard_bed.png/revision/latest/scale-to-width-down/50?cb=20200325181609"" 	 alt=""NH-Cardboard bed""  	class="""" 	 	data-image-key=""NH-Cardboard_bed.png"" 	data-image-name=""NH-Cardboard bed.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>cardboard box"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	NA	4x cardboard box	2.0x1.0
Cardboard chair	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c1/NH-Cardboard_chair.png/revision/latest/scale-to-width-down/50?cb=20200327080849"" 	 alt=""NH-Cardboard chair""  	class="""" 	 	data-image-key=""NH-Cardboard_chair.png"" 	data-image-name=""NH-Cardboard chair.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>cardboard box"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	NA	1x cardboard box	1.0x1.0
Cardboard sofa	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/93/NH-Cardboard_sofa.png/revision/latest/scale-to-width-down/50?cb=20200326062446"" 	 alt=""NH-Cardboard sofa""  	class="""" 	 	data-image-key=""NH-Cardboard_sofa.png"" 	data-image-name=""NH-Cardboard sofa.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>cardboard box"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	NA	2x cardboard box	2.0x1.0
Cardboard table	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/1e/NH-Cardboard_table.png/revision/latest/scale-to-width-down/50?cb=20200327080921"" 	 alt=""NH-Cardboard table""  	class="""" 	 	data-image-key=""NH-Cardboard_table.png"" 	data-image-name=""NH-Cardboard table.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>cardboard box"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617"" 	 alt=""NH2.0x2.0sq""  	class="""" 	 	data-image-key=""NH2.0x2.0sq.jpg"" 	data-image-name=""NH2.0x2.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	240 Bells	4x cardboard box	2.0x2.0
Cherry speakers	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-Cherry_speakers.png/revision/latest/scale-to-width-down/50?cb=20200326033306"" 	 alt=""NH-Cherry speakers""  	class="""" 	 	data-image-key=""NH-Cherry_speakers.png"" 	data-image-name=""NH-Cherry speakers.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"10x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/NH-cherry-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193824"" 	 alt=""NH-cherry-icon""  	class="""" 	 	data-image-key=""NH-cherry-icon.png"" 	data-image-name=""NH-cherry-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>cherry
2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook after receiving first three housing kits, if the native fruit is cherries	NA	10x cherry, 2x iron nugget	1.0x1.0
Cherry-blossom pond stone	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/23/NH-Cherry-blossom_pond_stone.png/revision/latest/scale-to-width-down/50?cb=20200329082235"" 	 alt=""NH-Cherry-blossom pond stone""  	class="""" 	 	data-image-key=""NH-Cherry-blossom_pond_stone.png"" 	data-image-name=""NH-Cherry-blossom pond stone.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Cherry-blossom-petal pile	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/63/NH-Cherry-blossom_petal_pile.png/revision/latest/scale-to-width-down/50?cb=20200329082246"" 	 alt=""NH-Cherry-blossom petal pile""  	class="""" 	 	data-image-key=""NH-Cherry-blossom_petal_pile.png"" 	data-image-name=""NH-Cherry-blossom petal pile.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Clackercart	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/92/NH-Clackercart.png/revision/latest/scale-to-width-down/50?cb=20200325181614"" 	 alt=""NH-Clackercart""  	class="""" 	 	data-image-key=""NH-Clackercart.png"" 	data-image-name=""NH-Clackercart.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood
6x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f2/NH-softwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195710"" 	 alt=""NH-softwood-icon""  	class="""" 	 	data-image-key=""NH-softwood-icon.png"" 	data-image-name=""NH-softwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>softwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Villager	960 Bells	2x hardwood, 6x softwood	1.0x1.0
Clothesline	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/NH-Clothesline.png/revision/latest/scale-to-width-down/50?cb=20200325181625"" 	 alt=""NH-Clothesline""  	class="""" 	 	data-image-key=""NH-Clothesline.png"" 	data-image-name=""NH-Clothesline.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"10x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>tree branch"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/26/NH2.0x0.5sq.jpg/revision/latest?cb=20200324214733"" 	 alt=""NH2.0x0.5sq""  	class="""" 	 	data-image-key=""NH2.0x0.5sq.jpg"" 	data-image-name=""NH2.0x0.5sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook after receiving first three housing kits	100 Bells	10x tree branch	2.0x0.5
Cosmos shower	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Cosmos_shower.png/revision/latest/scale-to-width-down/50?cb=20200329095808"" 	 alt=""NH-Cosmos shower""  	class="""" 	 	data-image-key=""NH-Cosmos_shower.png"" 	data-image-name=""NH-Cosmos shower.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Crescent-moon chair	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Crescent-moon_chair.png/revision/latest/scale-to-width-down/50?cb=20200329093128"" 	 alt=""NH-Crescent-moon chair""  	class="""" 	 	data-image-key=""NH-Crescent-moon_chair.png"" 	data-image-name=""NH-Crescent-moon chair.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Crewed spaceship	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e0/NH-Crewed_spaceship.png/revision/latest/scale-to-width-down/50?cb=20200329102644"" 	 alt=""NH-Crewed spaceship""  	class="""" 	 	data-image-key=""NH-Crewed_spaceship.png"" 	data-image-name=""NH-Crewed spaceship.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Deer scare	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/85/NH-Deer_scare.png/revision/latest/scale-to-width-down/50?cb=20200326090938"" 	 alt=""NH-Deer scare""  	class="""" 	 	data-image-key=""NH-Deer_scare.png"" 	data-image-name=""NH-Deer scare.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ae/NH-bamboo_piece-icon.png/revision/latest/scale-to-width-down/18?cb=20200328211324"" 	 alt=""NH-bamboo piece-icon""  	class="""" 	 	data-image-key=""NH-bamboo_piece-icon.png"" 	data-image-name=""NH-bamboo piece-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>bamboo piece
8x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone
3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/NH-clump_of_weeds-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193954"" 	 alt=""NH-clump of weeds-icon""  	class="""" 	 	data-image-key=""NH-clump_of_weeds-icon.png"" 	data-image-name=""NH-clump of weeds-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>clump of weeds"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Balloon	1,740 Bells	3x bamboo piece, 8x stone, 3x clump of weeds	1.0x1.0
Destinations signpost	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/3e/NH-Destinations_signpost.png/revision/latest/scale-to-width-down/50?cb=20200327130156"" 	 alt=""NH-Destinations signpost""  	class="""" 	 	data-image-key=""NH-Destinations_signpost.png"" 	data-image-name=""NH-Destinations signpost.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"4x<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood
8x<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f2/NH-softwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195710"" 	 alt=""NH-softwood-icon""  	class="""" 	 	data-image-key=""NH-softwood-icon.png"" 	data-image-name=""NH-softwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>softwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642"" 	 alt=""NH1.5x1.5sq""  	class="""" 	 	data-image-key=""NH1.5x1.5sq.jpg"" 	data-image-name=""NH1.5x1.5sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Nook Stop (1,500 Nook Miles)	1,440 Bells	4xhardwood, 8xsoftwood	1.5x1.5
DIY workbench	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f4/NH-DIY_workbench.png/revision/latest/scale-to-width-down/50?cb=20200329082321"" 	 alt=""NH-DIY workbench""  	class="""" 	 	data-image-key=""NH-DIY_workbench.png"" 	data-image-name=""NH-DIY workbench.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Doghouse	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/05/NH-Dog_house.png/revision/latest/scale-to-width-down/50?cb=20200327122059"" 	 alt=""NH-Dog house""  	class="""" 	 	data-image-key=""NH-Dog_house.png"" 	data-image-name=""NH-Dog house.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"10x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
7x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Island resident	2,040 Bells	10x wood, 7x hardwood	1.0x1.0
